hipporag_doc_id,idx,canonical_target,repo,file,line,class,method,logger,level,template
369a00a5-a367-54a3-9dc5-7cbb06958943,13,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:561,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,561,org.apache.kafka.clients.FetchSessionHandler,"org.apache.kafka.clients.FetchSessionHandler#handleResponse(FetchResponse, short)",log,debug,Node {} sent a full fetch response{}
0f92381a-9e50-50bb-bed2-58e3bc9e7810,14,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:567,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,567,org.apache.kafka.clients.FetchSessionHandler,"org.apache.kafka.clients.FetchSessionHandler#handleResponse(FetchResponse, short)",log,debug,Node {} sent a full fetch response that created a new incremental 
e43391e0-28cd-5652-a2b8-41f2b8cecc42,15,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:575,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,575,org.apache.kafka.clients.FetchSessionHandler,"org.apache.kafka.clients.FetchSessionHandler#handleResponse(FetchResponse, short)",log,info,Node {} sent an invalid incremental fetch response with {}
434c314c-dc0a-500e-9edc-f30d8991efae,16,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:581,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,581,org.apache.kafka.clients.FetchSessionHandler,"org.apache.kafka.clients.FetchSessionHandler#handleResponse(FetchResponse, short)",log,debug,Node {} sent an incremental fetch response closing session {}{}
b06cef19-82b9-51b5-9845-c731e9397e32,17,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:590,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,590,org.apache.kafka.clients.FetchSessionHandler,"org.apache.kafka.clients.FetchSessionHandler#handleResponse(FetchResponse, short)",log,debug,Node {} sent an incremental fetch response with throttleTimeMs = {} 
38d02d72-78ff-51ab-a0f9-65edd72c4065,18,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:604,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,604,org.apache.kafka.clients.FetchSessionHandler,org.apache.kafka.clients.FetchSessionHandler#notifyClose(),log,debug,Set the metadata for next fetch request to close the existing session ID={}
0b5a32cd-9c06-5089-a6ee-f2df80d954b0,19,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java:618,kafka,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,org.apache.kafka.clients.FetchSessionHandler,org.apache.kafka.clients.FetchSessionHandler#handleError(Throwable),log,info,Error sending fetch request {} to node {}:
bf288f3f-02ca-5627-a146-e96a97a6c225,20,clients/src/main/java/org/apache/kafka/clients/Metadata.java:237,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,237,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLastSeenEpochIfNewer(TopicPartition, int)",log,trace,Determining if we should replace existing epoch {} with new epoch {} for partition {}
0877a5de-0072-5122-9aa6-2ac659041517,21,clients/src/main/java/org/apache/kafka/clients/Metadata.java:241,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,241,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLastSeenEpochIfNewer(TopicPartition, int)",log,debug,Not replacing null epoch with new epoch {} for partition {}
d69a2963-883e-5d4b-a8bc-b0906b6f41bc,22,clients/src/main/java/org/apache/kafka/clients/Metadata.java:244,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,244,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLastSeenEpochIfNewer(TopicPartition, int)",log,debug,Updating last seen epoch from {} to {} for partition {}
00e09128-5a29-5e37-a408-4a65ced58f9e,23,clients/src/main/java/org/apache/kafka/clients/Metadata.java:248,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,248,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLastSeenEpochIfNewer(TopicPartition, int)",log,debug,Not replacing existing epoch {} with new epoch {} for partition {}
c470055a-6077-5696-8195-e17024609135,24,clients/src/main/java/org/apache/kafka/clients/Metadata.java:314,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,314,org.apache.kafka.clients.Metadata,org.apache.kafka.clients.Metadata#rebootstrap(),log,info,Rebootstrapping with {}
234a5fc0-1ce0-5850-9703-e4dc00df038a,25,clients/src/main/java/org/apache/kafka/clients/Metadata.java:365,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,365,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#update(int, MetadataResponse, boolean, long)",log,info,Cluster ID: {}
dfbe74af-a427-544d-9c01-e65e11ee7e5d,26,clients/src/main/java/org/apache/kafka/clients/Metadata.java:369,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,369,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#update(int, MetadataResponse, boolean, long)",log,debug,Updated cluster metadata updateVersion {} to {}
0ae63c89-8741-5793-8fa3-0dec5ecab4ab,27,clients/src/main/java/org/apache/kafka/clients/Metadata.java:396,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,396,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,"For {}, incoming leader information is incomplete {}"
c1597ab6-7a54-55ca-8de0-da8f2ec4d091,28,clients/src/main/java/org/apache/kafka/clients/Metadata.java:400,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,400,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,"For {}, incoming leader({}) is not-newer than the one in the existing metadata {}, so ignoring."
bcf1ac45-95eb-5809-aa3b-fde96335a0d6,29,clients/src/main/java/org/apache/kafka/clients/Metadata.java:404,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,404,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,"For {}, incoming leader({}), the corresponding node information for node-id {} is missing, so ignoring."
f97cf1da-97d0-5df3-99f4-858db323c55b,30,clients/src/main/java/org/apache/kafka/clients/Metadata.java:408,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,408,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,"For {}, incoming leader({}), partition metadata is no longer cached, ignoring."
05f00d6f-8eeb-52e9-a375-28f4fc64faa2,31,clients/src/main/java/org/apache/kafka/clients/Metadata.java:428,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,428,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,No relevant metadata updates.
06f193cd-3be1-5ab6-ae21-1281350ed389,32,clients/src/main/java/org/apache/kafka/clients/Metadata.java:442,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,442,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updatePartitionLeadership(Map<TopicPartition,LeaderIdAndEpoch>, List<Node>)",log,debug,"For {} updating leader information, updated metadata is {}."
106dda9e-4e64-5238-ae88-e968a14462fb,33,clients/src/main/java/org/apache/kafka/clients/Metadata.java:471,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,471,org.apache.kafka.clients.Metadata,org.apache.kafka.clients.Metadata#checkInvalidTopics(Cluster),log,error,Metadata response reported invalid topics {}
a5147ee9-55a2-53c3-a239-52fbe8790f20,34,clients/src/main/java/org/apache/kafka/clients/Metadata.java:478,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,478,org.apache.kafka.clients.Metadata,org.apache.kafka.clients.Metadata#checkUnauthorizedTopics(Cluster),log,error,Topic authorization failed for topics {}
9841ee01-1f93-59b1-b523-7b935477bbb6,35,clients/src/main/java/org/apache/kafka/clients/Metadata.java:525,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,525,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#handleMetadataResponse(MetadataResponse, boolean, long)",log,debug,Requesting metadata update for partition {} due to error {}
4451d1ea-8c2a-5aeb-bf93-73f722c08a85,36,clients/src/main/java/org/apache/kafka/clients/Metadata.java:532,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,532,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#handleMetadataResponse(MetadataResponse, boolean, long)",log,debug,Requesting metadata update for topic {} due to error {}
629fdeae-6ac3-52d4-9a05-b255dbbf0bc5,37,clients/src/main/java/org/apache/kafka/clients/Metadata.java:568,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,568,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLatestMetadata(MetadataResponse.PartitionMetadata, boolean, Uuid, Uuid)",log,debug,Setting the last seen epoch of partition {} to {} since the last known epoch was undefined.
6372c5f1-0952-584c-b30d-f9e51148ba78,38,clients/src/main/java/org/apache/kafka/clients/Metadata.java:578,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,578,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLatestMetadata(MetadataResponse.PartitionMetadata, boolean, Uuid, Uuid)",log,info,Resetting the last seen epoch of partition {} to {} since the associated topicId changed from {} to {}
e0039ee9-f2be-5ce0-862d-ff6089f0b4a1,39,clients/src/main/java/org/apache/kafka/clients/Metadata.java:585,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,585,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLatestMetadata(MetadataResponse.PartitionMetadata, boolean, Uuid, Uuid)",log,debug,Updating last seen epoch for partition {} from {} to epoch {} from new metadata
b717551a-dfab-5002-8c8a-925c05413f32,40,clients/src/main/java/org/apache/kafka/clients/Metadata.java:593,kafka,clients/src/main/java/org/apache/kafka/clients/Metadata.java,593,org.apache.kafka.clients.Metadata,"org.apache.kafka.clients.Metadata#updateLatestMetadata(MetadataResponse.PartitionMetadata, boolean, Uuid, Uuid)",log,debug,"Got metadata for an older epoch {} (current is {}) for partition {}, not updating"
00d0dffa-2e01-5bc9-a29b-86cb6db8476d,41,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:387,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,387,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#disconnect(String),log,debug,"Client requested disconnect from node {}, which is already disconnected"
ec76a006-776f-5d6e-9212-5e7b75578685,42,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:391,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,391,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#disconnect(String),log,info,Client requested disconnect from node {}
69227edb-1f4d-5be9-b81b-505a67562009,43,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:405,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,405,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#cancelInFlightRequests(String, long, Collection<ClientResponse>, boolean)",log,debug,Cancelled in-flight {} request with correlation id {} due to node {} being disconnected 
2bbe0e87-8792-53ec-add3-099020c23210,44,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:411,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,411,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#cancelInFlightRequests(String, long, Collection<ClientResponse>, boolean)",log,info,Cancelled in-flight {} request with correlation id {} due to node {} being disconnected 
1ead3bfd-6667-5857-911d-3631538110a2,45,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:446,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,446,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#close(String),log,info,Client requested connection close from node {}
aa73a883-cac9-5ebe-b7ad-4d07584c9586,46,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:574,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,574,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#doSend(ClientRequest, boolean, long)",log,trace,No version information found when sending {} with correlation id {} to node {}. 
e6f28b82-44f2-5115-81e2-c112a909ecf0,47,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:586,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,586,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#doSend(ClientRequest, boolean, long)",log,debug,Version mismatch when attempting to send {} with correlation id {} to {}
a93d3b18-faf1-5cb1-9ded-e3f677f6f6aa,48,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:605,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,605,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#doSend(ClientRequest, boolean, long, AbstractRequest)",log,debug,Sending {} request with header {} and timeout {} to node {}: {}
d14e82cf-4ef9-5e67-a632-aa082e9dfebb,49,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:647,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,647,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#poll(long, long)",log,error,Unexpected error during I/O
6e57725c-6080-50af-ba12-4198d2534398,50,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:671,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,671,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#completeResponses(List<ClientResponse>),log,error,Uncaught error in request completion:
a9b8327b-8884-5be8-b07d-6e833e4016a8,51,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:744,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,744,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#close(),log,warn,Attempting to close NetworkClient that has already been closed.
b6980f6f-f031-5e3f-95a7-cd7a725412b8,52,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:786,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,786,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Found least loaded node {} connected with no in-flight requests
9df5df72-7b5c-5179-92aa-fb4c22e5babc,53,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:802,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,802,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Removing node {} from least loaded node selection since it is neither ready 
845eb6cf-e0bd-5f81-a0c8-e27e3f40325f,54,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:810,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,810,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Found least loaded node {} with {} inflight requests
4958c9a2-64fc-5d84-ade4-afaf1e7dbfd4,55,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:813,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,813,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Found least loaded connecting node {}
d13fe220-cbe3-570d-83d1-3aa9fa32757b,56,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:816,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,816,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Found least loaded node {} with no active connection
f2150f09-5937-58d7-ac22-d9d967593328,57,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:819,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,819,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#leastLoadedNode(long),log,trace,Least loaded node selection failed to find an available node
097e1313-38e6-567d-836c-c59f34f06420,58,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:889,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,889,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#processDisconnection(List<ClientResponse>, String, long, ChannelState, boolean)",log,error,Connection to node {} ({}) failed authentication due to: {}
1dcb4383-72ad-568d-aa32-24a1d36325d1,59,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:893,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,893,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#processDisconnection(List<ClientResponse>, String, long, ChannelState, boolean)",log,warn,Connection to node {} ({}) terminated during authentication. This may happen 
7159a445-377f-5f6f-8efd-97771cef59db,60,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:899,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,899,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#processDisconnection(List<ClientResponse>, String, long, ChannelState, boolean)",log,warn,Connection to node {} ({}) could not be established. Node may not be available.
3ce140c4-b4fa-52d2-8673-70d8d1d64512,61,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:921,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,921,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleTimedOutRequests(List<ClientResponse>, long)",log,info,Disconnecting from node {} due to request timeout.
ed7d2b46-fb6e-5a8f-b654-b395056a7c37,62,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:943,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,943,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleTimedOutConnections(List<ClientResponse>, long)",log,info,Disconnecting from node {} due to socket connection setup timeout. 
3a4310ec-ac2a-54e3-bd10-49d030af78cb,63,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:983,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,983,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#maybeThrottle(AbstractResponse, short, String, long)",log,trace,Connection to node {} is throttled for {} ms until timestamp {}
45de09d3-e5cc-5efd-aada-b18dc4b9242a,64,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1004,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1004,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleCompletedReceives(List<ClientResponse>, long)",log,debug,Received {} response from node {} for request with header {}: {}
59cfad8e-8178-5410-95de-70533962d0d0,65,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1028,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1028,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleApiVersionsResponse(List<ClientResponse>, InFlightRequest, long, ApiVersionsResponse)",log,warn,Received error {} from node {} when making an ApiVersionsRequest with correlation id {}. Disconnecting.
6f77e18c-b2e0-5857-a980-ac8e0fe7e327,66,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1054,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1054,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleApiVersionsResponse(List<ClientResponse>, InFlightRequest, long, ApiVersionsResponse)",log,debug,"Node {} has finalized features epoch: {}, finalized features: {}, supported features: {}, API versions: {}."
cf28a2fa-7b03-5c17-917a-eee283c87b85,67,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1070,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1070,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleDisconnections(List<ClientResponse>, long)",log,debug,Idle connection to node {} disconnected.
2c80286a-1020-5a8c-bdaa-c7b9d9a1be8f,68,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1072,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1072,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleDisconnections(List<ClientResponse>, long)",log,info,Node {} disconnected.
51023909-f9ab-558e-970c-a0e8a03b470d,69,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1089,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1089,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#handleConnections(),log,debug,Completed connection to node {}. Fetching API versions.
d7e136f8-6db7-5384-9a56-19e1a823b745,70,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1092,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1092,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#handleConnections(),log,debug,Completed connection to node {}. Ready.
a9e04e85-f689-5c6c-8472-b475b132260d,71,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1103,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1103,org.apache.kafka.clients.NetworkClient,org.apache.kafka.clients.NetworkClient#handleInitiateApiVersionRequests(long),log,debug,Initiating API versions fetch from node {}.
cb537e96-f3d8-544a-88ac-285d3027e9f1,72,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1123,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1123,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#handleRebootstrap(List<ClientResponse>, long)",log,info,Disconnecting from node {} due to client rebootstrap.
4f33b8c4-da5e-5685-aece-5c7df41fc777,73,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1141,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1141,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#initiateConnect(Node, long)",log,debug,Initiating connection to node {} using address {}
da727c9e-76f8-5e5e-8a08-911ef0d718ff,74,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java:1147,kafka,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,1147,org.apache.kafka.clients.NetworkClient,"org.apache.kafka.clients.NetworkClient#initiateConnect(Node, long)",log,warn,Error connecting to node {}
