query_id,canonical_target,gold_file,gold_line,gold_rank,hit@5,hit@10,hit@15,hit@20,rr@5,rr@10,rr@15,rr@20
L008-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:456,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,1,True,True,True,True,1.0,1.0,1.0,1.0
L008-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:456,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,1,True,True,True,True,1.0,1.0,1.0,1.0
L009-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,2,True,True,True,True,0.5,0.5,0.5,0.5
L009-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,17,False,False,False,True,0.0,0.0,0.0,0.058823529411764705
L009-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,2,True,True,True,True,0.5,0.5,0.5,0.5
L010-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,2,True,True,True,True,0.5,0.5,0.5,0.5
L010-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,1,True,True,True,True,1.0,1.0,1.0,1.0
L010-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,1,True,True,True,True,1.0,1.0,1.0,1.0
L011-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,1,True,True,True,True,1.0,1.0,1.0,1.0
L011-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,1,True,True,True,True,1.0,1.0,1.0,1.0
L011-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,1,True,True,True,True,1.0,1.0,1.0,1.0
L012-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,27,False,False,False,False,0.0,0.0,0.0,0.0
L012-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,1,True,True,True,True,1.0,1.0,1.0,1.0
L012-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,1,True,True,True,True,1.0,1.0,1.0,1.0
L013-Q1,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,2,True,True,True,True,0.5,0.5,0.5,0.5
L013-Q2,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L013-Q3,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,1,True,True,True,True,1.0,1.0,1.0,1.0
L014-Q1,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,2,True,True,True,True,0.5,0.5,0.5,0.5
L014-Q2,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,1,True,True,True,True,1.0,1.0,1.0,1.0
L014-Q3,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,2,True,True,True,True,0.5,0.5,0.5,0.5
L015-Q1,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,1,True,True,True,True,1.0,1.0,1.0,1.0
L015-Q2,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,1,True,True,True,True,1.0,1.0,1.0,1.0
L015-Q3,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,1,True,True,True,True,1.0,1.0,1.0,1.0
L016-Q1,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,233,False,False,False,False,0.0,0.0,0.0,0.0
L016-Q2,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,12,False,False,True,True,0.0,0.0,0.08333333333333333,0.08333333333333333
L016-Q3,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,114,False,False,False,False,0.0,0.0,0.0,0.0
L017-Q1,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,65,False,False,False,False,0.0,0.0,0.0,0.0
L017-Q2,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,2,True,True,True,True,0.5,0.5,0.5,0.5
L017-Q3,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,1,True,True,True,True,1.0,1.0,1.0,1.0
L018-Q1,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,1,True,True,True,True,1.0,1.0,1.0,1.0
L018-Q2,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L018-Q3,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,1,True,True,True,True,1.0,1.0,1.0,1.0
L019-Q1,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,2,True,True,True,True,0.5,0.5,0.5,0.5
L019-Q2,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L019-Q3,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,1,True,True,True,True,1.0,1.0,1.0,1.0
L020-Q1,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,1,True,True,True,True,1.0,1.0,1.0,1.0
L020-Q2,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,40,False,False,False,False,0.0,0.0,0.0,0.0
L020-Q3,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,1,True,True,True,True,1.0,1.0,1.0,1.0
L021-Q1,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,2,True,True,True,True,0.5,0.5,0.5,0.5
L021-Q2,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,53,False,False,False,False,0.0,0.0,0.0,0.0
L021-Q3,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,1,True,True,True,True,1.0,1.0,1.0,1.0
L022-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L022-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L022-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,1,True,True,True,True,1.0,1.0,1.0,1.0
L023-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1,True,True,True,True,1.0,1.0,1.0,1.0
L023-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1,True,True,True,True,1.0,1.0,1.0,1.0
L023-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1,True,True,True,True,1.0,1.0,1.0,1.0
L024-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,8,False,True,True,True,0.0,0.125,0.125,0.125
L024-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,80,False,False,False,False,0.0,0.0,0.0,0.0
L024-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,69,False,False,False,False,0.0,0.0,0.0,0.0
L025-Q1,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,1,True,True,True,True,1.0,1.0,1.0,1.0
L025-Q2,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,1,True,True,True,True,1.0,1.0,1.0,1.0
L025-Q3,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,1,True,True,True,True,1.0,1.0,1.0,1.0
L026-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,27,False,False,False,False,0.0,0.0,0.0,0.0
L026-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,12,False,False,True,True,0.0,0.0,0.08333333333333333,0.08333333333333333
L026-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,90,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,14,False,False,True,True,0.0,0.0,0.07142857142857142,0.07142857142857142
L027-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,55,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,23,False,False,False,False,0.0,0.0,0.0,0.0
L028-Q1,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,11,False,False,True,True,0.0,0.0,0.09090909090909091,0.09090909090909091
L028-Q2,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,8,False,True,True,True,0.0,0.125,0.125,0.125
L028-Q3,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,1,True,True,True,True,1.0,1.0,1.0,1.0
L029-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L029-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,257,False,False,False,False,0.0,0.0,0.0,0.0
L029-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,5,True,True,True,True,0.2,0.2,0.2,0.2
L030-Q1,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1,True,True,True,True,1.0,1.0,1.0,1.0
L030-Q2,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1,True,True,True,True,1.0,1.0,1.0,1.0
L030-Q3,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,2,True,True,True,True,0.5,0.5,0.5,0.5
L031-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,True,True,True,True,1.0,1.0,1.0,1.0
L032-Q1,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L032-Q2,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,4,True,True,True,True,0.25,0.25,0.25,0.25
L032-Q3,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q1,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q2,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,1,True,True,True,True,1.0,1.0,1.0,1.0
L033-Q3,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,14,False,False,True,True,0.0,0.0,0.07142857142857142,0.07142857142857142
L034-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1,True,True,True,True,1.0,1.0,1.0,1.0
L034-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,4,True,True,True,True,0.25,0.25,0.25,0.25
L034-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1,True,True,True,True,1.0,1.0,1.0,1.0
L035-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,82,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,465,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,599,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,6,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L036-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,19,False,False,False,True,0.0,0.0,0.0,0.05263157894736842
L036-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,5,True,True,True,True,0.2,0.2,0.2,0.2
L037-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,4,True,True,True,True,0.25,0.25,0.25,0.25
L037-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,12,False,False,True,True,0.0,0.0,0.08333333333333333,0.08333333333333333
L038-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,4,True,True,True,True,0.25,0.25,0.25,0.25
L039-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,18,False,False,False,True,0.0,0.0,0.0,0.05555555555555555
L039-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,True,True,True,True,1.0,1.0,1.0,1.0
L039-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,True,True,True,True,1.0,1.0,1.0,1.0
L040-Q1,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,64,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q2,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,2,True,True,True,True,0.5,0.5,0.5,0.5
L040-Q3,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,2,True,True,True,True,0.5,0.5,0.5,0.5
L041-Q1,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L041-Q2,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,7,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L041-Q3,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,1,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q1,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,1,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q2,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,2,True,True,True,True,0.5,0.5,0.5,0.5
L042-Q3,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,2,True,True,True,True,0.5,0.5,0.5,0.5
L043-Q1,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L043-Q2,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L043-Q3,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L044-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,1,True,True,True,True,1.0,1.0,1.0,1.0
L045-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,9,False,True,True,True,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
L045-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,True,True,True,True,0.5,0.5,0.5,0.5
L045-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,1,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,True,True,True,True,1.0,1.0,1.0,1.0
L047-Q1,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,1,True,True,True,True,1.0,1.0,1.0,1.0
L047-Q2,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,1,True,True,True,True,1.0,1.0,1.0,1.0
L047-Q3,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,4,True,True,True,True,0.25,0.25,0.25,0.25
L048-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:447,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,1,True,True,True,True,1.0,1.0,1.0,1.0
