query_id,canonical_target,gold_file,gold_line,gold_rank,num_query_entities,hit@5,hit@10,hit@15,hit@20,rr@5,rr@10,rr@15,rr@20
L005-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:1407,core/src/main/scala/kafka/server/ReplicaManager.scala,1407,28,5,False,False,False,False,0.0,0.0,0.0,0.0
L006-Q1,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java:450,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,336,3,False,False,False,False,0.0,0.0,0.0,0.0
L006-Q2,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java:450,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,1374,3,False,False,False,False,0.0,0.0,0.0,0.0
L006-Q3,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java:450,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,67,2,False,False,False,False,0.0,0.0,0.0,0.0
L007-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:417,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,3,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L007-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:417,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,1465,1,False,False,False,False,0.0,0.0,0.0,0.0
L007-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:417,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,2,2,True,True,True,True,0.5,0.5,0.5,0.5
L008-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:456,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,196,3,False,False,False,False,0.0,0.0,0.0,0.0
L008-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:456,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,3,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L008-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:456,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,96,1,False,False,False,False,0.0,0.0,0.0,0.0
L009-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,59,3,False,False,False,False,0.0,0.0,0.0,0.0
L009-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,579,1,False,False,False,False,0.0,0.0,0.0,0.0
L009-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:178,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,192,4,False,False,False,False,0.0,0.0,0.0,0.0
L010-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,846,2,False,False,False,False,0.0,0.0,0.0,0.0
L010-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,559,1,False,False,False,False,0.0,0.0,0.0,0.0
L010-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:471,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,882,3,False,False,False,False,0.0,0.0,0.0,0.0
L011-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,1342,1,False,False,False,False,0.0,0.0,0.0,0.0
L011-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,973,1,False,False,False,False,0.0,0.0,0.0,0.0
L011-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:1317,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,948,3,False,False,False,False,0.0,0.0,0.0,0.0
L012-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,784,2,False,False,False,False,0.0,0.0,0.0,0.0
L012-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,116,2,False,False,False,False,0.0,0.0,0.0,0.0
L012-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:408,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,330,4,False,False,False,False,0.0,0.0,0.0,0.0
L013-Q1,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,3,2,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L013-Q2,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,6,1,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L013-Q3,core/src/main/scala/kafka/network/SocketServer.scala:931,core/src/main/scala/kafka/network/SocketServer.scala,931,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L014-Q1,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,5,2,True,True,True,True,0.2,0.2,0.2,0.2
L014-Q2,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L014-Q3,core/src/main/scala/kafka/network/SocketServer.scala:994,core/src/main/scala/kafka/network/SocketServer.scala,994,1,3,True,True,True,True,1.0,1.0,1.0,1.0
L015-Q1,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,13,3,False,False,True,True,0.0,0.0,0.07692307692307693,0.07692307692307693
L015-Q2,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,3,2,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L015-Q3,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala:205,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,4,2,True,True,True,True,0.25,0.25,0.25,0.25
L016-Q1,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,162,3,False,False,False,False,0.0,0.0,0.0,0.0
L016-Q2,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,87,2,False,False,False,False,0.0,0.0,0.0,0.0
L016-Q3,core/src/main/scala/kafka/server/ControllerApis.scala:153,core/src/main/scala/kafka/server/ControllerApis.scala,153,185,3,False,False,False,False,0.0,0.0,0.0,0.0
L017-Q1,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,364,3,False,False,False,False,0.0,0.0,0.0,0.0
L017-Q2,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,209,1,False,False,False,False,0.0,0.0,0.0,0.0
L017-Q3,core/src/main/scala/kafka/server/KafkaApis.scala:1252,core/src/main/scala/kafka/server/KafkaApis.scala,1252,11,3,False,False,True,True,0.0,0.0,0.09090909090909091,0.09090909090909091
L018-Q1,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,9,3,False,True,True,True,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
L018-Q2,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,328,1,False,False,False,False,0.0,0.0,0.0,0.0
L018-Q3,core/src/main/scala/kafka/network/SocketServer.scala:537,core/src/main/scala/kafka/network/SocketServer.scala,537,8,2,False,True,True,True,0.0,0.125,0.125,0.125
L019-Q1,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,1519,2,False,False,False,False,0.0,0.0,0.0,0.0
L019-Q2,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,1519,2,False,False,False,False,0.0,0.0,0.0,0.0
L019-Q3,core/src/main/scala/kafka/server/FetchSession.scala:863,core/src/main/scala/kafka/server/FetchSession.scala,863,1519,1,False,False,False,False,0.0,0.0,0.0,0.0
L020-Q1,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,7,4,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L020-Q2,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,22,2,False,False,False,False,0.0,0.0,0.0,0.0
L020-Q3,core/src/main/scala/kafka/server/KafkaApis.scala:376,core/src/main/scala/kafka/server/KafkaApis.scala,376,268,4,False,False,False,False,0.0,0.0,0.0,0.0
L021-Q1,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,1533,2,False,False,False,False,0.0,0.0,0.0,0.0
L021-Q2,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,1533,3,False,False,False,False,0.0,0.0,0.0,0.0
L021-Q3,core/src/main/scala/kafka/network/SocketServer.scala:1033,core/src/main/scala/kafka/network/SocketServer.scala,1033,1533,1,False,False,False,False,0.0,0.0,0.0,0.0
L022-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,177,5,False,False,False,False,0.0,0.0,0.0,0.0
L022-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,52,1,False,False,False,False,0.0,0.0,0.0,0.0
L022-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:711,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,237,4,False,False,False,False,0.0,0.0,0.0,0.0
L023-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1448,3,False,False,False,False,0.0,0.0,0.0,0.0
L023-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1484,1,False,False,False,False,0.0,0.0,0.0,0.0
L023-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:332,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,1400,2,False,False,False,False,0.0,0.0,0.0,0.0
L024-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,356,5,False,False,False,False,0.0,0.0,0.0,0.0
L024-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,649,1,False,False,False,False,0.0,0.0,0.0,0.0
L024-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:450,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,134,4,False,False,False,False,0.0,0.0,0.0,0.0
L025-Q1,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,490,3,False,False,False,False,0.0,0.0,0.0,0.0
L025-Q2,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,490,3,False,False,False,False,0.0,0.0,0.0,0.0
L025-Q3,core/src/main/scala/kafka/network/RequestChannel.scala:503,core/src/main/scala/kafka/network/RequestChannel.scala,503,1218,3,False,False,False,False,0.0,0.0,0.0,0.0
L026-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,536,2,False,False,False,False,0.0,0.0,0.0,0.0
L026-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,590,2,False,False,False,False,0.0,0.0,0.0,0.0
L026-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,729,3,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L027-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,441,0,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,606,1,False,False,False,False,0.0,0.0,0.0,0.0
L028-Q1,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L028-Q2,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L028-Q3,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L029-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,1527,3,False,False,False,False,0.0,0.0,0.0,0.0
L029-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,1527,2,False,False,False,False,0.0,0.0,0.0,0.0
L029-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,1527,4,False,False,False,False,0.0,0.0,0.0,0.0
L030-Q1,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,2,4,True,True,True,True,0.5,0.5,0.5,0.5
L030-Q2,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1339,2,False,False,False,False,0.0,0.0,0.0,0.0
L030-Q3,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1339,2,False,False,False,False,0.0,0.0,0.0,0.0
L031-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,20,4,False,False,False,True,0.0,0.0,0.0,0.05
L031-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,4,4,True,True,True,True,0.25,0.25,0.25,0.25
L031-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,4,3,True,True,True,True,0.25,0.25,0.25,0.25
L032-Q1,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,552,3,False,False,False,False,0.0,0.0,0.0,0.0
L032-Q2,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,834,4,False,False,False,False,0.0,0.0,0.0,0.0
L032-Q3,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,4,4,True,True,True,True,0.25,0.25,0.25,0.25
L033-Q1,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,51,1,False,False,False,False,0.0,0.0,0.0,0.0
L033-Q2,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,51,1,False,False,False,False,0.0,0.0,0.0,0.0
L033-Q3,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,51,1,False,False,False,False,0.0,0.0,0.0,0.0
L034-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1513,1,False,False,False,False,0.0,0.0,0.0,0.0
L034-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1513,1,False,False,False,False,0.0,0.0,0.0,0.0
L034-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,1513,1,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,878,1,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,317,1,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,878,1,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,23,4,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,917,1,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,8,1,False,True,True,True,0.0,0.125,0.125,0.125
L037-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L038-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,416,2,False,False,False,False,0.0,0.0,0.0,0.0
L038-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,5,2,True,True,True,True,0.2,0.2,0.2,0.2
L039-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,4,1,True,True,True,True,0.25,0.25,0.25,0.25
L039-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L039-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,286,3,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q1,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,214,2,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q2,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,137,1,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q3,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,16,2,False,False,False,True,0.0,0.0,0.0,0.0625
L041-Q1,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,122,1,False,False,False,False,0.0,0.0,0.0,0.0
L041-Q2,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,122,1,False,False,False,False,0.0,0.0,0.0,0.0
L041-Q3,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,1,4,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q1,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,43,4,False,False,False,False,0.0,0.0,0.0,0.0
L042-Q2,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,102,2,False,False,False,False,0.0,0.0,0.0,0.0
L042-Q3,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,21,3,False,False,False,False,0.0,0.0,0.0,0.0
L043-Q1,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L043-Q2,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L043-Q3,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L044-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,358,3,False,False,False,False,0.0,0.0,0.0,0.0
L044-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,421,2,False,False,False,False,0.0,0.0,0.0,0.0
L044-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,17,3,False,False,False,True,0.0,0.0,0.0,0.058823529411764705
L045-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,1413,3,False,False,False,False,0.0,0.0,0.0,0.0
L045-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,447,0,False,False,False,False,0.0,0.0,0.0,0.0
L045-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,2,True,True,True,True,0.5,0.5,0.5,0.5
L046-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L046-Q2,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,60,1,False,False,False,False,0.0,0.0,0.0,0.0
L046-Q3,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,2,2,True,True,True,True,0.5,0.5,0.5,0.5
L047-Q1,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala:107,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,1511,4,False,False,False,False,0.0,0.0,0.0,0.0
