query_id,canonical_target,gold_file,gold_line,gold_rank,num_query_entities,hit@5,hit@10,hit@15,hit@20,rr@5,rr@10,rr@15,rr@20
L026-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,18,2,False,False,False,True,0.0,0.0,0.0,0.05555555555555555
L026-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2508,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,125,3,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L027-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,55,0,False,False,False,False,0.0,0.0,0.0,0.0
L027-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:311,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,606,1,False,False,False,False,0.0,0.0,0.0,0.0
L028-Q1,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L028-Q2,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L028-Q3,core/src/main/scala/kafka/log/LogManager.scala:612,core/src/main/scala/kafka/log/LogManager.scala,612,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L029-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,6,3,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L029-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,315,2,False,False,False,False,0.0,0.0,0.0,0.0
L029-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:275,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,12,4,False,False,True,True,0.0,0.0,0.08333333333333333,0.08333333333333333
L030-Q1,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,2,4,True,True,True,True,0.5,0.5,0.5,0.5
L030-Q2,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1339,2,False,False,False,False,0.0,0.0,0.0,0.0
L030-Q3,core/src/main/scala/kafka/server/KafkaRequestHandler.scala:124,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,1339,2,False,False,False,False,0.0,0.0,0.0,0.0
L031-Q1,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,4,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q2,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,1,4,True,True,True,True,1.0,1.0,1.0,1.0
L031-Q3,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java:413,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L032-Q1,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,11,3,False,False,True,True,0.0,0.0,0.09090909090909091,0.09090909090909091
L032-Q2,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,20,4,False,False,False,True,0.0,0.0,0.0,0.05
L032-Q3,core/src/main/scala/kafka/server/AlterPartitionManager.scala:247,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,4,4,True,True,True,True,0.25,0.25,0.25,0.25
L033-Q1,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L033-Q2,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,4,1,True,True,True,True,0.25,0.25,0.25,0.25
L033-Q3,core/src/main/scala/kafka/network/SocketServer.scala:691,core/src/main/scala/kafka/network/SocketServer.scala,691,7,1,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L034-Q1,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L034-Q2,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,10,1,False,True,True,True,0.0,0.1,0.1,0.1
L034-Q3,core/src/main/scala/kafka/server/ReplicaManager.scala:2465,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L035-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,878,1,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,460,1,False,False,False,False,0.0,0.0,0.0,0.0
L035-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:1014,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,878,1,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q1,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,23,4,False,False,False,False,0.0,0.0,0.0,0.0
L036-Q2,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,20,1,False,False,False,True,0.0,0.0,0.0,0.05
L036-Q3,core/src/main/scala/kafka/server/AbstractFetcherThread.scala:444,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,4,1,True,True,True,True,0.25,0.25,0.25,0.25
L037-Q1,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q2,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,2,True,True,True,True,1.0,1.0,1.0,1.0
L037-Q3,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java:568,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L038-Q1,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,3,1,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L038-Q2,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,33,2,False,False,False,False,0.0,0.0,0.0,0.0
L038-Q3,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java:175,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,4,2,True,True,True,True,0.25,0.25,0.25,0.25
L039-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,7,1,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L039-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,1,1,True,True,True,True,1.0,1.0,1.0,1.0
L039-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:394,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L040-Q1,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,64,2,False,False,False,False,0.0,0.0,0.0,0.0
L040-Q2,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,6,1,False,True,True,True,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
L040-Q3,core/src/main/scala/kafka/server/FetchSession.scala:731,core/src/main/scala/kafka/server/FetchSession.scala,731,2,2,True,True,True,True,0.5,0.5,0.5,0.5
L041-Q1,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,122,1,False,False,False,False,0.0,0.0,0.0,0.0
L041-Q2,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,122,1,False,False,False,False,0.0,0.0,0.0,0.0
L041-Q3,core/src/main/scala/kafka/server/FetchSession.scala:550,core/src/main/scala/kafka/server/FetchSession.scala,550,1,4,True,True,True,True,1.0,1.0,1.0,1.0
L042-Q1,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,7,4,False,True,True,True,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
L042-Q2,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,3,2,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L042-Q3,core/src/main/scala/kafka/network/SocketServer.scala:548,core/src/main/scala/kafka/network/SocketServer.scala,548,3,3,True,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
L043-Q1,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L043-Q2,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L043-Q3,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala:313,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,5,1,True,True,True,True,0.2,0.2,0.2,0.2
L044-Q1,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L044-Q2,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,16,2,False,False,False,True,0.0,0.0,0.0,0.0625
L044-Q3,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala:584,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,2,3,True,True,True,True,0.5,0.5,0.5,0.5
L045-Q1,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,40,3,False,False,False,False,0.0,0.0,0.0,0.0
L045-Q2,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,0,True,True,True,True,0.5,0.5,0.5,0.5
L045-Q3,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala:267,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,2,2,True,True,True,True,0.5,0.5,0.5,0.5
L046-Q1,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala:554,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,1,2,True,True,True,True,1.0,1.0,1.0,1.0
